de rien	   ***   	you're welcome	conversation
de vulgarisation	   ***   	popular  ; pop	adjective
degré	   ***   	degree	mathematics
dehors	   ***   	outside	adverb
demain	   ***   	tomorrow	adverb
demain	   ***   	tomorrow	time
demande	   ***   	request  ; asking	communication
demande	   ***   	wish  ; wishing  ; want	abstract
demander	   ***   	ask  ; inquire  ; enquire	verb
dent	   ***   	tooth	anatomy
depuis	   ***   	since	preposition
dernier	   ***   	last	adjective
derrière	   ***   	behind	adverb
dessin	   ***   	design  ; designing	art
dessiner	   ***   	trace  ; draw  ; line  ; describe  ; delineate	verb-basic
destination	   ***   	finish  ; goal  ; destination	sports
destruction	   ***   	destruction  ; devastation	abstract
deuxième	   ***   	second  ; 2nd  ; 2d	adjective
devant	   ***   	before  ; ahead  ; in front	adverb
devant	   ***   	front  ; front end  ; forepart	abstract
devenir	   ***   	become  ; go  ; get	verb
devoir	   ***   	duty	abstract
dictionnaire	   ***   	dictionary  ; lexicon	communication
difficile	   ***   	difficult  ; hard	adjective-basic
difficulté	   ***   	difficulty	business
différence	   ***   	difference	mathematics
différent	   ***   	different	adjective
dimanche	   ***   	Sunday  ; Lord's Day  ; Dominicus  ; Sun	time
dire	   ***   	say  ; tell  ; state	verb-basic
directement	   ***   	directly  ; straight  ; direct	adverb
directeur	   ***   	director  ; manager  ; managing director	business
direction	   ***   	direction	business
direction	   ***   	management  ; direction	business
discipline	   ***   	discipline  ; subject  ; subject area  ; subject field  ; field  ; field of study  ; study  ; bailiwick	science
discussion	   ***   	discussion  ; give-and-take  ; word	communication
discuter	   ***   	discuss  ; hash out  ; talk over	verb
disponible	   ***   	available	adjective
dissemblable	   ***   	different  ; unlike  ; dissimilar	adjective
dissimuler	   ***   	hide  ; conceal	verb
distance	   ***   	distance	mathematics
distinct	   ***   	separate	adjective
distinctement	   ***   	clearly	adverb
distinction	   ***   	award  ; accolade  ; honor  ; honour  ; laurels	sports
distraction	   ***   	entertainment  ; amusement	art
divers	   ***   	various  ; diverse	adjective
diversité	   ***   	diversity  ; diverseness  ; multifariousness  ; variety	art
diviser	   ***   	divide  ; split  ; split up  ; separate  ; dissever  ; carve up	verb
dix	   ***   	ten  ; 10  ; x	number
dix-huit	   ***   	eighteen  ; 18  ; xviii	number
dix-neuf	   ***   	nineteen  ; 19  ; xix	number
doigt	   ***   	finger	anatomy
domestique	   ***   	servant  ; retainer	profession
domination	   ***   	dominion  ; rule	society
dommage	   ***   	damage  ; harm  ; impairment	abstract
donc	   ***   	therefore  ; hence  ; thence  ; thus  ; so	adverb
donner	   ***   	give	verb-basic
données	   ***   	data  ; information	communication
dos	   ***   	back  ; dorsum	anatomy
douceur	   ***   	sweet  ; sweetness  ; sugariness	food
douche	   ***   	shower	house
douleur	   ***   	pain  ; hurting	medicine
doute	   ***   	doubt  ; uncertainty  ; incertitude  ; dubiety  ; doubtfulness  ; dubiousness	communication
douter	   ***   	doubt	verb
drapeau	   ***   	flag	object
droit	   ***   	right	adjective-basic
droit	   ***   	right	business
droit	   ***   	straight	adjective
durant	   ***   	during	preposition
durer	   ***   	survive  ; last  ; live  ; live on  ; go  ; endure  ; hold up  ; hold out	verb
